45.1726033883,5.72334508131
45.1725913183,5.72331733721
45.1725100977,5.72328372578
45.1724914899,5.72325497585
45.1724880533,5.72319973911
45.1725066611,5.72314693312
45.1725371713,5.72312539163
45.1726217447,5.72314215543
45.1726590441,5.72315657231
45.1726759756,5.72314693312
45.1726928232,5.72311818319
45.1727571962,5.72281132172
45.1726033883,5.72334508131
45.1725376742,5.72368957753
45.1722267894,5.72260093595
45.1723506739,5.72266287821
45.1727571962,5.72281132172
45.1728834277,5.72285758982
45.173084761,5.72293109911
45.1728834277,5.72285758982
45.1730600344,5.7218361711
45.1726205712,5.72169191855
45.1731162769,5.72357415872
45.173067159,5.7235225262
45.1731147682,5.72325665223
45.1730512334,5.72310577798
45.173084761,5.72293109911
45.1731071407,5.72281467448
45.1735690674,5.72298625204
45.1729442803,5.72384045179
45.172815199,5.72379259112
45.1725376742,5.72368957753
45.1721230214,5.72352336439
45.171994443,5.72344013209
45.1725376742,5.72368957753
45.17250532,5.7238858817
45.1724348282,5.7243135264
45.172419657,5.72441209758
45.1724077547,5.72449901792
45.1726205712,5.72169191855
45.1723506739,5.72266287821
45.1721230214,5.72352336439
45.1719876537,5.72397322113
45.1719878213,5.72402141708
45.1720407949,5.7241668431
45.1724348282,5.7243135264
45.1727578668,5.72409107069
45.172815199,5.72379259112
45.1731836674,5.72467168513
45.17320194,5.7245270973
45.173193139,5.72435334044
45.1732698334,5.72422199602
45.1734528942,5.72429089526
45.1735055325,5.72424228023
45.1735507948,5.72418964187
45.1735987393,5.72390918339
45.173590525,5.72381932939
45.1735675586,5.72370147983
45.1735162614,5.72363333496
45.1734278323,5.7236035792
45.1733784629,5.72356653119
45.1733091445,5.72349394391
45.1732617868,5.7234789403
45.1731981681,5.72349235135
45.1731548337,5.72352302912
45.1731162769,5.72357415872
45.1730831684,5.7237149747
45.1730657341,5.72385092917
45.1730639739,5.72398227359
45.1730861859,5.72413298021
45.1731266705,5.72416768129
45.1731969947,5.72419475484
45.1732698334,5.72422199602
45.17250532,5.7238858817
45.1722792601,5.72381622809
45.1728891274,5.72414806763
45.1729442803,5.72384045179
45.1730657341,5.72385092917
45.1729442803,5.72384045179
45.1717574866,5.72428879979
45.1717964625,5.72414412814
45.1718162438,5.72407816256
45.1718204347,5.72406357805
45.1718535432,5.72394824306
45.171869385,5.7238911623
45.171994443,5.72344013209
45.1722267894,5.72260093595
45.1722525218,5.72250102366
45.1723918291,5.7220043959
45.1717412257,5.72219835314
45.1722525218,5.72250102366
45.1735880943,5.72474536205
45.1741233626,5.72493462543
45.1742234425,5.72485265042
45.174286223,5.72438929881
45.1740835486,5.72325799334
45.1734508825,5.72302447351
